title,authors,source,year,citations no.
"Overfeat: Integrated recognition, localization and detection using convolutional networks","M Mathieu, Y LeCun, R Fergus, D Eigen, P Sermanet, X Zhang",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:U3HXUhiBGqIC,2013,11
Natural Versus,JS Denker,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:ns9cj8rnVeAC,1992,11
DjVu: a compression method for distributing scanned documents in color over the internet,"Y LeCun, L Bottou, P Haffner, PG Howard",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:J_g5lzvAfSwC,1998,11
VLSI implementations of electronic neural networks: An example in character recognition,"LD Jackel, B Boser, HP Graf, JS Denker, Y Le Cun, D Henderson, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:nrtMV_XWKgEC,1990,11
Overview of the djvu document compression technology,"Y LeCun, L Bottou, P Haffner, J Triggs, B Riemers, L Vincent",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:dfsIfKJdRG4C,2001,11
Modeles connexionnistes de l'apprentissage (connectionist learning models)(Ph. D. thesis),Y Lecun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:l0_JBNIuc60C,1987,11
"MNist dataset, 2000","Y LeCun, C Cortes, CJC Burges",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:_9EdYq_GCQ0C,n/a,10
Constrained neural networks for pattern recognition,"SA Solla, Y Le Cun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:KmkpU35IWjAC,1991,10
"Efficient learning and second-older methods, a tutorial",Y Le Cun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:r-XlWH_wwbwC,1993,10
Special issue on applications of artificial neural networks to image processing,"R Chellappa, K Fukushima, AK Katsaggelos, SY Kung, Y LeCun, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:SeFeTyx0c_EC,1998,10
Lush reference manual,"L Bottou, YL Cun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:1DsIQWDZLl8C,2002,10
Speed-range dilemmas for vision-based navigation in unstructured terrain,"P Sermanet, R Hadsell, J Ben, AN Erkan, B Flepp, U Muller, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:70eg2SAEIzsC,2007,10
MNIST handwritten digit database (2010),"L Yann, C Corinna, CJC Burges",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:8p-ueveQw4wC,2010,10
Hybrid hessians for flexible optimization of pose graphs,"MK Grimes, D Anguelov, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:b0M2c_1WBrUC,2010,10
"et HINTON, Geoffrey","Y LECUN, Y BENGIO",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:r90dRYkPj7EC,2015,10
Inspirational adversarial image generation,"B Rozière, M Riviere, O Teytaud, J Rapin, Y LeCun, C Couprie",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:3NskZpgvI9IC,2021,10
Guest editorial applications of artificial neural networks to image processing,"R Chellappa, K Fukushima, AK Katsaggelos, SY Kung, Y LeCun, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:Z4TH09HQ3SoC,1998,9
Multimedia Processing for Advanced Communications Services,"B Shahraray, R Cox, B Haskell, Y LeCun, L Rabiner",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:bFI3QPDXJZMC,1999,9
High performance computer acoustic data accelerator: A new system for exploring marine mammal acoustics for big data applications,"P Dugan, J Zollweg, M Popescu, D Risch, H Glotin, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:eb1hsBXB1ukC,2015,8
Bioacoustic challenges in icml4b,"H Glotin, C Clark, Y LeCun, P Dugan, X Halkias, J Sueur",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:F1-V36_CjEsC,2013,8
High performance computer acoustic data accelerator (HPC-ADA): A new system for exploring marine mammal acoustics for big data applications,"PJ Dugan, J Zollweg, H Glotin, M Popescu, D Risch, Y LeCun, CW Clark",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:pqufTfZDgs0C,2014,8
Efficient off-road localization using visually corrected odometry,"M Grimes, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:EUQCXRtRnyEC,2009,8
Improving generalization performance in character recognition,"H Drucker, Y Le Cun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:9Nmd_mFXekcC,1991,8
Hardware accelerated visual attention algorithm,"P Akselrod, F Zhao, I Derekli, C Farabet, B Martini, Y LeCun, E Culurciello",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:K3LRdlH-MEoC,2011,8
"Haffner,“Gradient-based learning applied to document recognition,”","Y LeCun, L Bottou, Y Bengio",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:KOc9rAu6-V4C,1998,8
Reverse time delay neural network for pattern generation,"YA Le Cun, PY Simard",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:VLnqNzywnoUC,1995,8
Fast incremental learning for off-road robot navigation,"A Provodin, L Torabi, B Flepp, Y LeCun, M Sergio, LD Jackel, U Muller, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:ZtJ3RtM1NaMC,2016,7
Backpropagation for implicit spectral densities,"A Ramesh, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:9nEbuwLZtFEC,2018,7
"Simultaneous learning of trees and representations for extreme classification, with application to language modeling","Y Jernite, A Choromanska, D Sontag, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:OvCsJ6o9tOQC,2016,7
Phase 4: Dcl system using deep learning approaches for land-based or ship-based real-time recognition and localization of marine mammals-distributed processing and big data …,"PJ Dugan, CW Clark, YA LeCun, SM Van Parijs",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:GL0K47J-u9kC,2016,7
others.(1989),Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:5kgRglCLipYC,n/a,7
Efficient learning of sparse invariant representations,"K Gregor, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:SP6oXDckpogC,2011,7
Machine Learning and Pattern Recognition,Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:zdjWy_NXXwUC,2004,7
DjVu document browsing with on-demand loading and rendering of image components,"Y Le Cun, L Bottou, A Erofeev, P Haffner, B Riemers",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:z_wVstp3MssC,2000,7
Neural Networks and Gradient-Based Learning in OCR (invited talk),Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:_B80troHkn4C,1997,7
A neural network approach to handprint character recognition.,"LD Jackel, CE Stenard, HS Baird, BE Boser, J Bromley, CJC Burges, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:4OULZ7Gr8RgC,1991,7
Qu’est-ce que l’intelligence artificielle?,Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:aEyKTaVlRPYC,2016,7
Decoupled Contrastive Learning,"CH Yeh, CY Hong, YC Hsu, TL Liu, Y Chen, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:_OG5zn83XeQC,2021,6
Transformer visualization via dictionary learning: contextualized embedding as a linear superposition of transformer factors,"Z Yun, Y Chen, BA Olshausen, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:UTh8PbecGs4C,2021,6
Les enjeux de la recherche en intelligence artificielle,Y Lecun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:UlRcoTO8nVoC,2016,6
"Gradient-based learning for object detection, segmentation and recognition","Y Lecun, P Haffner, Y Bengio, L Bottou",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:IsPWOBWtZBwC,1999,6
Method and apparatus for symbol recognition using multidimensional preprocessing and symbol sorting,"YA LeCun, QZ Wu",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:2P1L_qKh6hAC,1997,6
Neural network applications in character recognition and document analysis,"LD Jackel, MY Battista, J Ben, J Bromley, CJC Burges, HS Baird, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:ipzZ9siozwsC,1994,6
SN: Un simulateur pour réseaux connexionnistes,"L Bottou, Y Le Cun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:FS78WRl2AkQC,1988,6
"Self-supervised learning: The dark matter of intelligence, 2021","Y LeCun, I Misra",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:eeRCOjARQ4cC,n/a,6
Bio-inspired vision processor for ultra-fast object categorization,"C Farabet, B Martini, P Akselrod, B Corda, S Talay, Y LeCun, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:_xSYboBqXhAC,2010,6
Advances in neural information processing systems,"MI Jordan, Y Lecun, SA Solla",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:CtYknXOfbFEC,2001,5
Byte-level recursive convolutional auto-encoder for text,"X Zhang, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:1In3SbHwanAC,2018,5
L’apprentissage profond,Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:-4bc1-6Giq0C,2016,5
Audio source separation with discriminative scattering networks,"P Sprechmann, J Bruna, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:rPDWb_FAO-YC,2015,5
"Fast training of convolutional networks through ffts: International conference on learning representations (iclr2014), cbls, april 2014","M Mathieu, M Henaff, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:KbeHZ-DlqmcC,2014,5
Fully Adaptive Visual Navigation for Autonomous Vehicles,"M Scoffier, U Muller, Y LeCun, P Sermanet, B Corda, C Farabet",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:bnK-pcrLprsC,2010,5
Conversion of digital documents to multilayer raster formats,"L Bottou, P Haffner, Y Lecun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:r5Jnz2hFFzMC,2001,5
Neural-net applications in character recognition and document analysis,"L Jackel, M Battista, H Baird, J Ben, J Bromley, C Burges, E Cosatto, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:bJZ_LSxkz4EC,1995,5
Optical character recognition: A technology driver for neural networks,"RE Howard, B Boser, JS Denker, HP Graf, D Henderson, W Hubbard, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:0KyAp5RtaNEC,1990,5
Using curvature information to improve back-propagation,Y le Cun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:lM7bPffmjyEC,1988,5
PhD thesis: Modeles connexionnistes de l'apprentissage (connectionist learning models),Y Lecun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:0VGYH9MJNTkC,1987,5
The Mnist Database of Handwritten Digits. 1998,"L Yann, C Corinna, J Christopher",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:nlKf13ul9_IC,n/a,5
"HPC and Bioacoustics, Practical Considerations for Detection Classification for Big Data, ICML 2013","P Dugan, Y LeCun, S Van Parijs, D Ponirakis, M Popescu, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:M6kHaddf_34C,n/a,5
DjVu: un système de compression d’images pour la distribution réticulaire de documents numérisés,"L Bottou, P Haffner, Y LeCun, P Horward, P Vincent, B Riemers",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:zA6iFVUQeVQC,2000,5
Neural Potts Model,"T Sercu, R Verkuil, J Meier, B Amos, Z Lin, C Chen, J Liu, Y LeCun, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:mYLs_rVKHI4C,2021,4
Yann LeCun,"Y LeCun, M Ford",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:t3sMychFT9UC,2018,4
Tutorial: Geometric deep learning on graphs and manifolds,"M Bronstein, X Bresson, A Szlam, J Bruna, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:Cv-mv52rCCkC,2017,4
On-line handwriting recognition with neural networks: Spatial representation versus temporal representation,"Y Lecun, Y Bengio, D Henderson, A Weisbuch, H Weissman, LD Jackel",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:0_RpHV3rhqYC,1993,4
On-line learning of long-range obstacle detection for off-road robots,"R Hadsell, P Sermanet, J Ben, J Han, S Chopra, M Ranzato, Y Sulsky, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:a0OBvERweLwC,2006,4
"L. bottou, Y. bengio, and P. haffner,“Gradient-based learning applied to document recognition,”",Y Lecun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:RzXy5zvoWjEC,1990,4
"Object Recognition, Computer Vision, and the Caltech 101: A Response to Pinto et al","Y LeCun, DG Lowe, J Malik, J Mutch, P Perona, T Poggio",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:yuCoZvLJRl8C,2008,4
The feasibility of applying numerical optimization techniques to back-propagation,"S Becker, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:q3SxJD15z-gC,1988,4
Hardware Requirements for Neural Network Pattern Classifiers a Case Study and Implementation,"E Sackinger, J Bromley, Y Lecun, LD Jackel",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:t6hKUfryX1MC,1992,3
Method and apparatus for symbol recognition using multidimensional preprocessing,YA LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:rO6llkc54NcC,1997,3
Optical character recogntion for automatic teller machines,"LD Jackel, Y Lecun, CE STENARD, BI STROM, D Sharman, D Zuckert",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:dTyEYWd-f8wC,1998,3
Tutorial: learning deep architectures,"Y Bengio, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:ZJWHNt7Cjk4C,2009,3
NeuFlow: A Runtime Reconfigurable Dataflow Architecture for Vision (abstract),"C Farabet, Y LeCun, E Culurciello",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:WA5NYHcadZ8C,2011,3
Marc’Aurelio Ranzato,Y Lecun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:EsO17nB32j8C,2013,3
Guest editorial: Deep learning,"R Marc’Aurelio’A, G Hinton, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:f8T_-ThkUo0C,2015,3
DCL System Using Deep Learning Approaches for Land-Based or Ship-Based Real Time Recognition and Localization of Marine Mammals,"PJ Dugan, CW Clark, YA LeCun, SM Van Parijs",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:8Xgff_V0N9gC,2015,3
Geometric deep learning on graphs and manifolds,"M Brinstein, J Bruna, X Bresson, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:uh8FjILnQOkC,2017,3
The deep learning revolution,"G Hinton, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:SAguW2jnL4UC,2019,3
The bottleneck in human letter recognition: A computational model,"AJ Ziskind, O Hénaff, Y LeCun, DG Pelli",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:9wUeeRLfbNYC,2014,2
A data-augmentation is worth a thousand samples: Exact quantification from analytical augmented sample moments,"R Balestriero, I Misra, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:t4WtaE3RIIAC,2022,2
Learning with Reflective Likelihoods,"AB Dieng, K Cho, DM Blei, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:s9piBQ-TX4wC,2018,2
Unsupervised Learning,Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:jtusTj6o6osC,2016,2
Building heterogeneous platforms for end-to-end online learning based on dataflow computing design. 78,"B Corda, C Farabet, M Scoffier, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:h0mLeC6b6wcC,2010,2
Localizing faces in images,"R Vaillant, C Monrocq, Y Le Cun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:Zrzg8MEyHc4C,1993,2
End-to-end learning of vision-based obstacle avoidance for off-road robots,"Y LeCun, E Cosatto, J Ben, U Muller, B Flepp",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:WIzaTCs-0dQC,2004,2
"Léon Bo ou, Yoshua Bengio, and Patrick Ha ner. 1998. Gradientbased learning applied to document recognition",Y Lecun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:bZUHSELkOu4C,n/a,2
Generalization using back-propagation,"FF Soulie, P Gallinari, Y Lecun, S Thiria",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:-1RNHcZo4Y8C,1987,2
An fpga-based stream processor for embedded real-time vision with convolutional networks,"C Poulet, Y Lecun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:P9oYG7HA76QC,2009,2
Usability study of text entry interfaces for wireless personal organizers and communicators,"I Guyon, Y LeCun, C Warwick",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:f2IySw72cVMC,1995,2
Pattern recognition and neural networks,"Y Bengio, Y Lecun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:kmGFBRAO0EoC,1995,2
"JSD, and et al. 1990. Handwritten digit recognition with a back-propagation network","Y LeCun, B Boser",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:UamA9ItEL6YC,n/a,2
Deep Learning & Convolutional Networks In Vision (part 2),Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:3z7foVzkq2cC,2013,1
"Methods, systems, and media for detecting spoofing in mobile authentication","Y LeCun, F Lv, D Goyal, Y Wang, A Perold",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:2PBQaVm3t-0C,2020,1
Adversarially-Trained Normalized Noisy-Feature Auto-Encoder for Text Generation,"X Zhang, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:YW9K3tL-BTUC,2018,1
What is the Best Feature Learning Procedure in Hierarchical Recognition Architectures?,"K Jarrett, K Kvukcuoglu, K Gregor, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:qdelZCX8GBYC,2016,1
Handwritten Digit Recognition: Applications of Neural Net Chips and Automatic,"Y Le Cun, LD Jackel, B Boser, JS Denker, HP Graf, I Guyon, D Henderson, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:uK1dVpBkok0C,2012,1
Neural-Net Applications in Character Recognition and,"LD Jackel, MY Battista, JBJ Bromley, CJC Burges, HS Baird, E Cosatto, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:qu5FZ_za5owC,1995,1
Loss functions for discriminative training of energy-based graphical models,"Y LeCun, J Huangfu",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:eJXPG6dFmWUC,2005,1
