title,case,year,source,citations no.
MATTER OF LAVECK v. VILLAGE BD. OF TRUSTEES OF THE VILLAGE OF LANSING,"145 AD 3d 1168, 2016 NY Slip Op 8150, 42… - NY: Appellate Div…",2016,https://scholar.google.com/scholar_case?case=15348258547709899754&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
US v. Ackerman,"296 F. Supp. 3d 1267 - Dist. Court, D. Kansas",2017,https://scholar.google.com/scholar_case?case=1657669852580909703&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
US v. Barber,"184 F. Supp. 3d 1013 - Dist. Court, D. Kansas",2016,https://scholar.google.com/scholar_case?case=13716807239695724909&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
Students & Parents for Privacy v. US Dep't of Educ.,"2016 US Dist. LEXIS 150011 ",2016,,8
State v. Quiday,"405 P. 3d 552, 141 Haw. 116 - Haw: Supreme Court",2017,https://scholar.google.com/scholar_case?case=6606665926166788289&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
Students & Parents for Privacy v. United States Dep't of Educ.,"2016 WL 3269001 ",2016,,8
Students and Parents for Privacy v. US Dep't of Educ.,"2017 US Dist. LEXIS 213091 ",2017,,8
"In re Carrier IQ, Inc., Consumer Privacy Litig","2016 WL 4474366 ",2016,,8
State v. Ipsen,"406 P. 3d 105, 288 Or. App. 395 - Or: Court of Appeals",2017,https://scholar.google.com/scholar_case?case=11502691429267270281&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
State v. Milewski,"194 So. 3d 376 - Fla: Dist. Court of Appeals, 3rd Dist.",2016,https://scholar.google.com/scholar_case?case=15468680814832050631&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
In re Facebook Biometric Info. Privacy Litig,"2018 WL 2197546 ",2018,,8
"Stacy v. Dollar Tree Stores, Inc.","274 F. Supp. 3d 1355 - Dist. Court, SD Florida",2017,https://scholar.google.com/scholar_case?case=16411938242696950877&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
Sims v. State,"526 SW 3d 638 - Tex: Court of Appeals, 6th Dist.",2017,https://scholar.google.com/scholar_case?case=9644379635497751656&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
Am. Ass'n of Political Consultants v. Sessions,"323 F. Supp. 3d 737 - Dist. Court, North Carolina",2018,https://scholar.google.com/scholar_case?case=17387687659150498886&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
Bernegger v. Exec. Office for US Attorneys,"334 F. Supp. 3d 74 - Dist. Court, Dist. of Columbia",2018,https://scholar.google.com/scholar_case?case=12890993360478361948&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
Ames v. US DEPT. OF HOMELAND SEC.,"153 F. Supp. 3d 342 - Dist. Court, Dist. of Columbia",2016,https://scholar.google.com/scholar_case?case=2373855049065574769&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
Estill v. County of Shasta,"25 Cal. App. 5th 702, 236 Cal. Rptr. 3d… - Cal: Court of Appeal, 3rd…",2018,https://scholar.google.com/scholar_case?case=11415389457488064471&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
Taylor v. FAA,"351 F. Supp. 3d 97 - Dist. Court, Dist. of Columbia",2018,https://scholar.google.com/scholar_case?case=12554743608618557890&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
Harrold-Jones v. Drury,422 P. 3d 568 - Alaska: Supreme Court,2018,https://scholar.google.com/scholar_case?case=14079795504733053711&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
Young v. Wilham,"406 P. 3d 988, 2017 NMCA 87 - NM: Court of Appeals",2017,https://scholar.google.com/scholar_case?case=9668046436780352066&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
People v. Serrano-Gonzalez,"146 AD 3d 1013, 2017 NY Slip Op 43, 45… - NY: Appellate Div., 3rd…",2017,https://scholar.google.com/scholar_case?case=2917845587582663571&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
Care and Protection of MC,"479 Mass. 246, 94 NE 3d 379 - Mass: Supreme Judicial Court",2018,https://scholar.google.com/scholar_case?case=11465299561848169967&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
Ashbourne v. Hansberry,"894 F. 3d 298 - Court of Appeals, Dist. of Columbia Circuit",2018,https://scholar.google.com/scholar_case?case=3853070945465540875&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
King v. Barbour,"240 F. Supp. 3d 136 - Dist. Court, Dist. of Columbia",2017,https://scholar.google.com/scholar_case?case=16383523679331415670&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
"Strike 3 Holdings, LLC v. Doe","337 F. Supp. 3d 246 - Dist. Court, WD New York",2018,https://scholar.google.com/scholar_case?case=4586481813785973480&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
State v. West,"548 SW 3d 406 - Mo: Court of Appeals, Western Dist.",2018,https://scholar.google.com/scholar_case?case=102037789856809908&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
Norddeutsche Landesbank Girozentrale v. Tilton,"2018 NY Slip Op 6633 - NY: Appellate Div., 1st Dept.",2018,https://scholar.google.com/scholar_case?case=11723553668635269924&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,8
ELECTRONIC PRIVACY INFO. v. OFFICE OF DIRECTOR,"281 F. Supp. 3d 203 - Dist. Court, Dist. of Columbia",2017,https://scholar.google.com/scholar_case?case=14577951164644066465&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
Missouri v. Pierce,"504 SW 3d 766 - Mo: Court of Appeals, Eastern Dist., 3rd Div.",2016,https://scholar.google.com/scholar_case?case=17592130158509779795&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
US v. Covarrubias,"847 F. 3d 556 - Court of Appeals, 7th Circuit",2017,https://scholar.google.com/scholar_case?case=8319296829240704409&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
STATE EMPLOYEES'RET. SYSTEM v. Campbell,155 A. 3d 1153 - Pa: Commonwealth Court,2017,https://scholar.google.com/scholar_case?case=12691712462942157596&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
In re Protecting the Privacy of Customers of Broadband and Other Telecommunications Services,"31 FCC Rcd. 2500 ",2016,,7
People v. Golden,"19 Cal. App. 5th 905, 228 Cal. Rptr. 3d… - Cal: Court of Appeal, 5th…",2017,https://scholar.google.com/scholar_case?case=15322114438012076396&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
MATTER OF LIVSON v. Town of Greenburgh,"141 AD 3d 658, 34 NYS 3d 612, 2016 NY… - NY: Appellate Div…",2016,https://scholar.google.com/scholar_case?case=8662941744464823577&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
Powell v. IRS,"317 F. Supp. 3d 266 - Dist. Court, Dist. of Columbia",2018,https://scholar.google.com/scholar_case?case=17367989351837373512&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
In re Ocwen Loan Servicing LLC Litigation,"240 F. Supp. 3d 1070 - Dist. Court, D. Nevada",2017,https://scholar.google.com/scholar_case?case=7297849490148557695&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
State v. Melling,"370 P. 3d 412, 160 Idaho 209 - Idaho: Court of Appeals",2016,https://scholar.google.com/scholar_case?case=12136662573869164765&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
State v. White,"890 NW 2d 825, 2017 ND 51 - ND: Supreme Court",2017,https://scholar.google.com/scholar_case?case=3936849469845426376&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
Sevilla-Carcamo v. State,"783 SE 2d 150, 335 Ga. App. 788 - Ga: Court of Appeals",2016,https://scholar.google.com/scholar_case?case=14374913564570260859&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
State v. Cora,"167 A. 3d 633, 170 NH 186 - NH: Supreme Court",2017,https://scholar.google.com/scholar_case?case=3020665171534815898&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
"MATTER OF POLICE BENEVOLENT ASSOCIATION OF NEW YORK STATE, INC. v. State","145 AD 3d 1391, 2016 NY Slip Op 8918, 44… - NY: Appellate Div…",2016,https://scholar.google.com/scholar_case?case=8994211725855984974&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
Middle East Forum v. US DEPT. OF HOMELAND SEC.,"297 F. Supp. 3d 183 - Dist. Court, Dist. of Columbia",2018,https://scholar.google.com/scholar_case?case=8981767334679336366&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
United States v. Brewer,"708 F. App'x 96 ",2017,,7
Deshotels v. White,"226 So. 3d 1211 - La: Court of Appeals, 1st Circuit",2017,https://scholar.google.com/scholar_case?case=713628977759103193&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
OREGON HEALTH & SCIENCE v. OREGONIAN PUB.,"403 P. 3d 732, 362 Or. 68 - Or: Supreme Court",2017,https://scholar.google.com/scholar_case?case=17481656857928921265&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
FTC v. AT&T MOBILITY LLC,"864 F. 3d 995 - Court of Appeals, 9th Circuit",2017,https://scholar.google.com/scholar_case?case=10776998760596651958&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
Skulason v. California Bureau of Real Estate,"14 Cal. App. 5th 562, 223 Cal. Rptr. 3d… - Cal: Court of Appeal, 1st…",2017,https://scholar.google.com/scholar_case?case=14989298022880759241&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
State v. Freeman,220 So. 3d 743 - La: Supreme Court,2017,https://scholar.google.com/scholar_case?case=10884967586508562491&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
People v. Campbell,"425 P. 3d 1163, 2018 COA 5 - Colo: Court of Appeals, 1st Div.",2018,https://scholar.google.com/scholar_case?case=14812525258689297684&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
MATTER OF BERGER v. NEW YORK CITY DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"137 AD 3d 904, 27 NYS 3d 588, 2016 NY… - NY: Appellate Div…",2016,https://scholar.google.com/scholar_case?case=15343606258087097924&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,7
Electronic Privacy Information Center v. Department of Homeland Security,"136 S. Ct. 876, 193 L. Ed. 2d 710 - Supreme Court",2016,https://scholar.google.com/scholar_case?case=13737785758822562136&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
ELECTRONIC PRIVACY INFO. v. CUSTOMS AND BORDER,"160 F. Supp. 3d 354 - Dist. Court, Dist. of Columbia",2016,https://scholar.google.com/scholar_case?case=8321083751660759036&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Baker v. FBI,"863 F. 3d 682 - Court of Appeals, 7th Circuit",2017,https://scholar.google.com/scholar_case?case=2113718605383163750&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
State v. Moultrie,224 So. 3d 349 - La: Supreme Court,2017,https://scholar.google.com/scholar_case?case=15098611324984298006&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
"Palm Beach Newspapers, LLC v. State","183 So. 3d 480 - Fla: Dist. Court of Appeals, 4th Dist.",2016,https://scholar.google.com/scholar_case?case=87702381139057391&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Privacy International v. Secretary of State for Foreign and Commonwealth Affairs,"2016 HRLR 21, 2017 All ER 3 647 ",2016,,6
Sanchez-Alanis v. Federal Bureau of Prisons,"270 F. Supp. 3d 215 - Dist. Court, Dist. of Columbia",2017,https://scholar.google.com/scholar_case?case=922149550925849479&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
In re Facebook Biometric Info. Privacy Litig.,"2018 US Dist. LEXIS 81044 ",2018,,6
State v. Adams,"905 NW 2d 758, 2018 ND 18 - ND: Supreme Court",2018,https://scholar.google.com/scholar_case?case=5250479114918998022&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Stainbrook v. OHIO SECRETARY OF STATE,"88 NE 3d 1257, 2017 Ohio 1526 - Ohio: Court of Appeals, 10th…",2017,https://scholar.google.com/scholar_case?case=15298210316268489293&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
US v. Llufrio,"237 F. Supp. 3d 735 - Dist. Court, ND Illinois",2017,https://scholar.google.com/scholar_case?case=6790661635829129768&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
State v. Koenig,"148 A. 3d 977, 2016 VT 65 - Vt: Supreme Court",2016,https://scholar.google.com/scholar_case?case=17986471780664912277&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Duke v. State,"255 So. 3d 478 - Fla: Dist. Court of Appeals, 1st Dist.",2018,https://scholar.google.com/scholar_case?case=16208598017500727830&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Williams v. City of Cleveland,"210 F. Supp. 3d 897 - Dist. Court, ND Ohio",2016,https://scholar.google.com/scholar_case?case=5501706951216728825&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
State v. Kisack,"190 So. 3d 806 - La: Court of Appeals, 4th Circuit",2016,https://scholar.google.com/scholar_case?case=4193132344851425453&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Paylan v. Fitzgerald,"223 So. 3d 431 - Fla: Dist. Court of Appeals, 2nd Dist.",2017,https://scholar.google.com/scholar_case?case=9625173423765262997&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
US v. Peoples,"854 F. 3d 993 - Court of Appeals, 8th Circuit",2017,https://scholar.google.com/scholar_case?case=3437977061113387433&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
US v. Lambus,"221 F. Supp. 3d 319 - Dist. Court, ED New York",2016,https://scholar.google.com/scholar_case?case=16810088584070077947&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
State v. Williams,"184 So. 3d 1205 - Fla: Dist. Court of Appeals, 1st Dist.",2016,https://scholar.google.com/scholar_case?case=7568186727867711024&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Matter of Hopper,"424 P. 3d 228 - Wash: Court of Appeals, 1st Div.",2018,https://scholar.google.com/scholar_case?case=12721141304509175747&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Leslie v. State,"804 SE 2d 351, 301 Ga. 882 - Ga: Supreme Court",2017,https://scholar.google.com/scholar_case?case=3336910846206303159&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
State v. Curtis,"394 P. 3d 716, 139 Haw. 486 - Haw: Supreme Court",2017,https://scholar.google.com/scholar_case?case=3032583407601267347&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
People v. Phipps,"411 P. 3d 1157, 2016 COA 190M 20 - Colo: Court of Appeals, 7th…",2016,https://scholar.google.com/scholar_case?case=13252799496810260027&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Freundel v. US,146 A. 3d 375 - DC: Court of Appeals,2016,https://scholar.google.com/scholar_case?case=17962400173555566136&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Jackson v. State,263 So. 3d 1003 - Miss: Court of Appeals,2018,https://scholar.google.com/scholar_case?case=6321003629658238740&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Richardson v. BD. OF GOVERNORS OF THE FRS,"248 F. Supp. 3d 91 - Dist. Court, Dist. of Columbia",2017,https://scholar.google.com/scholar_case?case=10613489716408236129&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
State v. Brown,"815 SE 2d 761, 423 SC 519 - SC: Supreme Court",2018,https://scholar.google.com/scholar_case?case=16474694315398930131&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
State v. Voyles,"382 P. 3d 583, 280 Or. App. 579 - Or: Court of Appeals",2016,https://scholar.google.com/scholar_case?case=12873014470762414849&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Gibbs v. SolarCity Corp.,"239 F. Supp. 3d 391 - Dist. Court, D. Massachusetts",2017,https://scholar.google.com/scholar_case?case=7699890367258593487&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
State v. Alford,"818 SE 2d 668, 347 Ga. App. 208 - Ga: Court of Appeals",2018,https://scholar.google.com/scholar_case?case=5386170220567998962&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Lamb v. Millennium Challenge Corp.,"334 F. Supp. 3d 204 - Dist. Court, Dist. of Columbia",2018,https://scholar.google.com/scholar_case?case=8618641020973522913&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Braun v. US Postal Service,"317 F. Supp. 3d 540 - Dist. Court, Dist. of Columbia",2018,https://scholar.google.com/scholar_case?case=15512307833699810771&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
US v. Zodhiates,"166 F. Supp. 3d 328 - Dist. Court, WD New York",2016,https://scholar.google.com/scholar_case?case=6137933894775810700&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
"Miller v. Zara USA, Inc.","151 AD 3d 462, 56 NYS 3d 302, 2017 NY… - NY: Appellate Div…",2017,https://scholar.google.com/scholar_case?case=16829704496409858039&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Telesford v. Annucci,"693 F. App'x. 1 ",2017,,6
State v. James,"71 NE 3d 1257, 2016 Ohio 7262 - Ohio: Court of Appeals, 3rd…",2016,https://scholar.google.com/scholar_case?case=17939568042533669069&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
"Frigon v. Universal Pictures, Inc.","255 So. 3d 591 - La: Court of Appeals, 1st Circuit",2018,https://scholar.google.com/scholar_case?case=12324546465303239764&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Sandberg v. Vincent,"319 F. Supp. 3d 422 - Dist. Court, Dist. of Columbia",2018,https://scholar.google.com/scholar_case?case=934937111200931268&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Maday v. TP. HIGH SCHOOL DIST. 211,"127 NE 3d 795, 431 Ill. Dec. 262, 2018 IL… - Ill: Appellate Court…",2018,https://scholar.google.com/scholar_case?case=17968918108030681099&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,6
Electronic Privacy Information Center v. FBI,"235 F. Supp. 3d 207 - Dist. Court, Dist. of Columbia",2017,https://scholar.google.com/scholar_case?case=3388396351012040103&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
Trade Secrets v. Personal Data: A Possible Solution for Balancing Rights,"6 INT'L DATA PRIVACY L. 102 ",2016,,5
Raap v. Board of Trustees,"414 P. 3d 788, 2018 MT 58, 391 Mont. 12 - Mont: Supreme Court",2018,https://scholar.google.com/scholar_case?case=2103544542992888909&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
State v. Boyer,"133 A. 3d 262, 168 NH 553 - NH: Supreme Court",2016,https://scholar.google.com/scholar_case?case=11807062496980896838&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
State v. Chase,"407 P. 3d 1178 - Wash: Court of Appeals, 1st Div.",2017,https://scholar.google.com/scholar_case?case=11110051247275568394&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
State v. White,"920 NW 2d 742, 2018 ND 266 - ND: Supreme Court",2018,https://scholar.google.com/scholar_case?case=15420477949090807906&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
Moran v. Lewis,"2018 Ohio 4423, 114 NE 3d 1254 - Ohio: Court of Appeals, 8th…",2018,https://scholar.google.com/scholar_case?case=13344115887588183175&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
Parents for Privacy v. Dallas Sch. Dist. No. 2,"2018 WL 3550267 ",2018,,5
MATTER OF SELL v. New York City Department of Education,"135 AD 3d 594, 24 NYS 3d 41, 2016 NY… - NY: Appellate Div., 1st…",2016,https://scholar.google.com/scholar_case?case=17688985567593799250&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
Electronic Privacy Information Center v. Presidential Advisory Commission on Election Integrity,"2017 WL 2861543 ",2017,,5
"CS WANG & ASSOCIATE v. Wells Fargo Bank, NA","305 F. Supp. 3d 864 - Dist. Court, ND Illinois",2018,https://scholar.google.com/scholar_case?case=8169093467007411030&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
Brewer v. Superior Court,"16 Cal. App. 5th 1019, 225 Cal. Rptr… - Cal: Court of Appeal, 1st…",2017,https://scholar.google.com/scholar_case?case=17625694297341925149&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
State v. Jones,"380 P. 3d 1132, 280 Or. App. 135 - Or: Court of Appeals",2016,https://scholar.google.com/scholar_case?case=10064469832410687112&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
State v. Martinez,"534 SW 3d 97 - Tex: Court of Appeals, 13th Dist.",2017,https://scholar.google.com/scholar_case?case=2371715412222809401&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
King & Spalding v. US DEPT. OF HEALTH,"270 F. Supp. 3d 46 - Dist. Court, Dist. of Columbia",2017,https://scholar.google.com/scholar_case?case=2609435548046081540&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
US v. Proctor,"230 F. Supp. 3d 1 - Dist. Court, Dist. of Columbia",2017,https://scholar.google.com/scholar_case?case=5635332546771635273&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
People v. Sweat,"159 AD 3d 1423, 72 NYS 3d 684, 2018 NY… - NY: Appellate Div…",2018,https://scholar.google.com/scholar_case?case=16664565455346418517&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
"Evanston Ins. Co. v. Gene by Gene, Ltd.","155 F. Supp. 3d 706 - Dist. Court, SD Texas",2016,https://scholar.google.com/scholar_case?case=1112567361031195379&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
DelleCurti v. Walgreen Co.,"70 NE 3d 111, 2016 Ohio 4741 - Ohio: Court of Appeals, 11th…",2016,https://scholar.google.com/scholar_case?case=10789496207601760649&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
Grant v. State,531 SW 3d 898 - Tex: Court of Appeals,2017,https://scholar.google.com/scholar_case?case=16084908371633879905&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
Las Vegas Review-Journal v. EIGHTH JUD.,"412 P. 3d 23, 134 Nev. Adv. Op. 7, 134 Nev… - Nev: Supreme…",2018,https://scholar.google.com/scholar_case?case=11593307865161728927&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
"YAHOO! v. NAT UNION FIRE INS CO OF PITTSBURGH, PA","255 F. Supp. 3d 970 - Dist. Court, ND California",2017,https://scholar.google.com/scholar_case?case=4226151886390763917&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
In re Perrow,172 A. 3d 894 - DC: Court of Appeals,2017,https://scholar.google.com/scholar_case?case=9048821900607605323&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
Zanders v. State,58 NE 3d 254 - Ind: Court of Appeals,2016,https://scholar.google.com/scholar_case?case=1350151068263098770&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
State v. JSG,"192 A. 3d 1, 456 NJ Super. 87 - NJ: Appellate Div.",2018,https://scholar.google.com/scholar_case?case=4419609868775779457&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
People v. Chavez,"368 P. 3d 943, 2016 CO 20 - Colo: Supreme Court",2016,https://scholar.google.com/scholar_case?case=976437800783025984&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
State v. Gordon,"789 SE 2d 659, 248 NC App. 403 - NC: Court of Appeals",2016,https://scholar.google.com/scholar_case?case=2214237203721742199&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
State v. Snapp,"414 P. 3d 1199, 163 Idaho 460 - Idaho: Court of Appeals",2018,https://scholar.google.com/scholar_case?case=1291927957976871020&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
Commonwealth v. Fredericq,"93 Mass. App. Ct. 19, 97 NE 3d 367 - Mass: Appeals Court",2018,https://scholar.google.com/scholar_case?case=16278246377028641404&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
US v. Harris,"204 F. Supp. 3d 10 - Dist. Court, Dist. of Columbia",2016,https://scholar.google.com/scholar_case?case=14233847383659588734&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,5
